VERSION,LINK,DESC,SOURCE
3.23.42,http://lists.mysql.com/win32/7588,MySQL Lists: win32: persistent shutdown of MySQL 3.23.42 Max on Win2K,mailing_list
3.23.53,http://lists.mysql.com/mysql/122368,MySQL Lists: mysql: mySQL on windows xp,mailing_list
5.5.x,http://serverfault.com/questions/520412/cant-ssh-tunnel-to-access-a-remote-mysql-server,cant ssh tunnel to access a remote mysql server,serverfault.com
3.23.52,http://lists.mysql.com/mysql/169474,MySQL Lists: mysql: Cygwin Mysql No Response,mailing_list
5.1.45,http://stackoverflow.com/questions/2883465/mysql-config-file-for-large-system,mysql config file for large system,stackoverflow.com
unknown,http://lists.mysql.com/cluster/6707,MySQL Lists: cluster: Data usage increased to 81%(2597 32K pages of total 3200),mailing_list
3.23.38,http://lists.mysql.com/mysql/133813,MySQL Lists: mysql: Bug Report:  mysql-3.23.38-win,mailing_list
5.5.14,http://dba.stackexchange.com/questions/6134/fixing-mysql-errors-recorded-in-error-logs,fixing mysql errors recorded in error logs,dba.stackexchange.com
unknown,http://dba.stackexchange.com/questions/56412/mysql-query-extremely-slow-after-server-restart,mysql query extremely slow after server restart,dba.stackexchange.com
5.5.28,http://dba.stackexchange.com/questions/39692/mysql-loses-connection,mysql loses connection,dba.stackexchange.com
4.0.20,http://lists.mysql.com/mysql/175691,MySQL Lists: mysql: Moving innodb from Linux to Windows,mailing_list
4.0.5,http://lists.mysql.com/mysql/175888,MySQL Lists: mysql: Mysql taking 100% Mem utilisation,mailing_list
unknown,http://lists.mysql.com/mysql/194480,"MySQL Lists: mysql: Re: Error: server is running,with the --read-only option",mailing_list
5.5.x,http://serverfault.com/questions/375490/what-am-i-doing-wrong-in-my-config-for-mysql,what am i doing wrong in my config for mysql,serverfault.com
5.5.24,http://serverfault.com/questions/431597/mysql-binlogs-seems-incomplete,mysql binlogs seems incomplete,serverfault.com
5.1.41,http://serverfault.com/questions/331940/mysql-filled-all-ram-on-the-system,mysql filled all ram on the system,serverfault.com
unknown,http://lists.mysql.com/mysql/135901,MySQL Lists: mysql: Re: mysql.sock,mailing_list
5.5.x,http://serverfault.com/questions/328443/replication-stops,replication stops,serverfault.com
unknown,http://lists.mysql.com/mysql/150967,MySQL Lists: mysql: Replication MASTER-SLAVE,mailing_list
3.23.55,http://lists.mysql.com/mysql/133116,MySQL Lists: mysql: RE: mysqld-max but still no referential integrity?,mailing_list
2.23.49,http://lists.mysql.com/mysql/119584,MySQL Lists: mysql: MySQL 2.23.52-max unstable? High loads,mailing_list
unknown,http://lists.mysql.com/win32/9280,MySQL Lists: win32: innodb setup on Win2000,mailing_list
unknown,http://lists.mysql.com/mysql/207579,MySQL Lists: mysql: ERROR 2002 (HY000): Can't connect to local MySQL server,mailing_list
5.1.61,http://dba.stackexchange.com/questions/27892/innodb-master-master-replication-goes-inconsistant-after-power-failure-tests,innodb master master replication goes inconsistant after power failure tests,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/10807242/mysql-optimize-variables-for-large-tables,mysql optimize variables for large tables,stackoverflow.com
3.23.32,http://lists.mysql.com/mysql/76458,MySQL Lists: mysql: Getting MySQL-3.23.35/up working on my box.,mailing_list
unknown,http://dba.stackexchange.com/questions/20210/query-cache-tuning-for-a-database-server-to-keep-db-from-slowing,query cache tuning for a database server to keep db from slowing,dba.stackexchange.com
5.5.x,http://stackoverflow.com/questions/11112691/freebsd-mysql-5-5-high-i-o-usage,freebsd mysql 5 5 high i o usage,stackoverflow.com
3.23.36,http://lists.mysql.com/mysql/82467,"MySQL Lists: mysql: Lost bin-log(s) following logrotate affecting recovery,
  replication",mailing_list
5.5.22,http://dba.stackexchange.com/questions/39807/error-1034-hy000-wrong-aligned-block-while-importing-in-mysql,error 1034 hy000 wrong aligned block while importing in mysql,dba.stackexchange.com
5.5.24,http://stackoverflow.com/questions/17387299/what-are-huge-files-0-000001-and-0-000002-files-and-so-on-in-mysql-data-folder,what are huge files 0 000001 and 0 000002 files and so on in mysql data folder,stackoverflow.com
unknown,http://lists.mysql.com/replication/1652,MySQL Lists: replication: Upload from cluster takes forever,mailing_list
unknown,http://lists.mysql.com/mysql/213754,MySQL Lists: mysql: Re: Major Performance Degradation after replacing Hard Drive,mailing_list
3.23.54,http://lists.mysql.com/mysql/139905,MySQL Lists: mysql: RE: Memory Usage Question,mailing_list
unknown,http://serverfault.com/questions/446843/error-2003-hy000-cant-connect-to-mysql-server-on-111,error 2003 hy000 cant connect to mysql server on 111,serverfault.com
unknown,http://lists.mysql.com/replication/2469,MySQL Lists: replication: replication problem's with data base mysql,mailing_list
5.1.56,http://serverfault.com/questions/420694/connecting-to-mqsql-database-externally-on-windows,connecting to mqsql database externally on windows,serverfault.com
4.0.15,http://lists.mysql.com/mysql/150460,MySQL Lists: mysql: Mysql Problem in Windows 2000 advanced server,mailing_list
5.1.69,http://serverfault.com/questions/518747/mysql-is-running-very-slow-on-centos-6x-not-5x,mysql is running very slow on centos 6x not 5x,serverfault.com
5.5.8,http://stackoverflow.com/questions/6783538/difficulties-with-mysql-connection-in-visual-basic-2010-express,difficulties with mysql connection in visual basic 2010 express,stackoverflow.com
5.5.30,http://dba.stackexchange.com/questions/46893/mysql-memory-grows-over-time,mysql memory grows over time,dba.stackexchange.com
5.6.12,http://serverfault.com/questions/516934/after-installing-mysql-5-6-the-server-cant-start,after installing mysql 5 6 the server cant start,serverfault.com
5.1.x,http://stackoverflow.com/questions/2252243/lots-of-mysql-sleep-processes,lots of mysql sleep processes,stackoverflow.com
unknown,http://lists.mysql.com/mysql/204512,MySQL Lists: mysql: FW: [PART 2/2] InnoDB - Different EXPLAINs for same query,mailing_list
5.5.x,http://stackoverflow.com/questions/7928675/mysql-i-cannot-login-as-root-after-upgrading-to-5-5,mysql i cannot login as root after upgrading to 5 5,stackoverflow.com
5.1.31,http://lists.mysql.com/mysql/216281,MySQL Lists: mysql: Install problem: log file issue,mailing_list
3.23.56,http://lists.mysql.com/mysql/147220,MySQL Lists: mysql: Perfomance Tuning,mailing_list
5.0.18,http://lists.mysql.com/mysql/193465,MySQL Lists: mysql: Help...I am desparate,mailing_list
5.5.x,http://dba.stackexchange.com/questions/58256/what-is-best-configuration-for-50gb-database-for-mysql-server-5-5,what is best configuration for 50gb database for mysql server 5 5,dba.stackexchange.com
3.23.36,http://lists.mysql.com/mysql/70628,MySQL Lists: mysql: Starting .36 with innobase failed on HPUX-11 / problem with my.cnf,mailing_list
unknown,http://serverfault.com/questions/503588/cant-connect-to-mysql-server,cant connect to mysql server,serverfault.com
5.5.x,http://stackoverflow.com/questions/20523297/24-cores-and-mysql-is-using-1-on-insert,24 cores and mysql is using 1 on insert,stackoverflow.com
3.23.54,http://lists.mysql.com/mysql/138038,MySQL Lists: mysql: Starting MySQL port 3306 not listening,mailing_list
3.23.35,http://lists.mysql.com/mysql/68805,MySQL Lists: mysql: RE: AW: AW: Got an error reading communication packets,mailing_list
5.6.x,http://serverfault.com/questions/530215/modifying-the-mysql-default-data-location,modifying the mysql default data location,serverfault.com
unknown,http://serverfault.com/questions/495488/rails-mysql-post-server-restart-why-do-i-get-cant-create-write-to-file-tm,rails mysql post server restart why do i get cant create write to file tm,serverfault.com
unknown,http://lists.mysql.com/mysql/184402,MySQL Lists: mysql: Query Issue on Large DB,mailing_list
5.5.28,http://lists.mysql.com/win32/19175,MySQL Lists: win32: mysql threads too high,mailing_list
5.5.33,http://dba.stackexchange.com/questions/48659/finding-swap-causes-of-mysql,finding swap causes of mysql,dba.stackexchange.com
4.1.9,http://lists.mysql.com/mysql/181059,MySQL Lists: mysql: slowly running mysql server,mailing_list
4.1.10a,http://lists.mysql.com/mysql/192729,MySQL Lists: mysql: MySQL hangs each relative poor time,mailing_list
5.6.14,http://dba.stackexchange.com/questions/53715/random-mysql-cannot-connect-to-master-errors,random mysql cannot connect to master errors,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/223564,MySQL Lists: mysql: MySQL replication SSL,mailing_list
unknown,http://serverfault.com/questions/288937/help-about-log-mysql,help about log mysql,serverfault.com
unknown,http://lists.mysql.com/mysql/196911,MySQL Lists: mysql: Re: ~ How to install 3 instances of mysql~,mailing_list
unknown,http://lists.mysql.com/mysql/149467,MySQL Lists: mysql: RE: Unable to Create DB Connection,mailing_list
4.0.17,http://lists.mysql.com/win32/13294,MySQL Lists: win32: RE: Continuing database hang/slowdown,mailing_list
5.1.49,http://serverfault.com/questions/259912/problem-with-wireshark-mysql-sniffing,problem with wireshark mysql sniffing,serverfault.com
3.23.28,http://lists.mysql.com/mysql/61230,MySQL Lists: mysql: Replication - show master status gives double result,mailing_list
5.1.x,http://serverfault.com/questions/87705/very-slow-mysql,very slow mysql,serverfault.com
5.5.x,http://dba.stackexchange.com/questions/61523/how-should-i-config-the-my-inior-my-cnf-file-for-mysql,how should i config the my inior my cnf file for mysql,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/54391,MySQL Lists: mysql: Major bug in replicaton,mailing_list
unknown,http://stackoverflow.com/questions/10717767/mysql-magento-performance-issues-on-amazon-ec2,mysql magento performance issues on amazon ec2,stackoverflow.com
unknown,http://serverfault.com/questions/300958/mysql-is-hogging-my-server-resources,mysql is hogging my server resources,serverfault.com
3.23.52,http://lists.mysql.com/win32/10001,MySQL Lists: win32: Re: MySQL and INNODB,mailing_list
3.23.49,http://lists.mysql.com/mysql/120412,MySQL Lists: mysql: The Important question,mailing_list
5.5.22,http://stackoverflow.com/questions/10059948/cannot-install-mysql-server-in-windows-xp,cannot install mysql server in windows xp,stackoverflow.com
5.1.x,http://serverfault.com/questions/53266/how-to-fine-tune-our-mysql-server,how to fine tune our mysql server,serverfault.com
4.0.18,http://lists.mysql.com/win32/14670,"MySQL Lists: win32: winmysql not showing database commands (create database, etc.)",mailing_list
3.23.47,http://lists.mysql.com/win32/8176,MySQL Lists: win32: Intermittent MyISAM Table Index Key Corruption Problem,mailing_list
4.0.13,http://lists.mysql.com/mysql/144328,MySQL Lists: mysql: mysqld crashes during long index build,mailing_list
unknown,http://serverfault.com/questions/426289/marriadb-on-opensuse-11-4-continually-crashes,marriadb on opensuse 11 4 continually crashes,serverfault.com
unknown,http://lists.mysql.com/cluster/6322,MySQL Lists: cluster: RE: Disk backed storage scaling?,mailing_list
unknown,http://lists.mysql.com/mysql/185216,MySQL Lists: mysql: some thing wrong when I try to use innodb,mailing_list
4.1.20,http://lists.mysql.com/mysql/217989,MySQL Lists: mysql: very strange performance issue,mailing_list
unknown,http://stackoverflow.com/questions/19117487/i-cant-start-mysql-on-linux-error-mysqld-safe,i cant start mysql on linux error mysqld safe,stackoverflow.com
unknown,http://stackoverflow.com/questions/7923683/mysql-not-using-the-available-memory,mysql not using the available memory,stackoverflow.com
5.0.x,http://dba.stackexchange.com/questions/14006/innodb-update-performance,innodb update performance,dba.stackexchange.com
unknown,http://serverfault.com/questions/505682/django-cant-connect-to-local-mysql-server-through-socket,django cant connect to local mysql server through socket,serverfault.com
unknown,http://serverfault.com/questions/99140/mysql-server-overloading-without-error,mysql server overloading without error,serverfault.com
unknown,http://stackoverflow.com/questions/19100530/mysql-select-or-update-acting-very-strange,mysql select or update acting very strange,stackoverflow.com
5.1.63,http://dba.stackexchange.com/questions/30856/mysql-server-optimization-tips-needed-innodb,mysql server optimization tips needed innodb,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/221609,MySQL Lists: mysql: Re: Foreign Key Problem,mailing_list
5.5.32,http://stackoverflow.com/questions/18694188/mysql-connection-taking-too-much-time,mysql connection taking too much time,stackoverflow.com
unknown,http://serverfault.com/questions/389289/cant-connect-to-local-mysql-server-through-socket-var-lib-mysql-mysql-sock-2,cant connect to local mysql server through socket var lib mysql mysql sock 2,serverfault.com
4.1.x,http://lists.mysql.com/mysql/201074,MySQL Lists: mysql: Log files,mailing_list
4.0.1-alpha,http://lists.mysql.com/mysql/117511,MySQL Lists: mysql: BUG in 4.0.1 - alpha,mailing_list
3.23.36,http://lists.mysql.com/mysql/84441,MySQL Lists: mysql: MySQL crashing/stopping in ABRIASOFT's installation,mailing_list
5.1.61,http://serverfault.com/questions/453729/periodic-mysql-lockup-when-wordpress-is-under-heavy-load,periodic mysql lockup when wordpress is under heavy load,serverfault.com
unknown,http://lists.mysql.com/win32/11419,MySQL Lists: win32: install problem,mailing_list
unknown,http://stackoverflow.com/questions/12944386/mysql-not-working,mysql not working,stackoverflow.com
unknown,http://stackoverflow.com/questions/11819047/access-denied-for-user-userlocalhost-on-mysql,access denied for user userlocalhost on mysql,stackoverflow.com
5.5.x,http://dba.stackexchange.com/questions/30295/bin-logs-with-high-i-o,bin logs with high i o,dba.stackexchange.com
unknown,http://lists.mysql.com/win32/16374,MySQL Lists: win32: Last attempt,mailing_list
unknown,http://serverfault.com/questions/204461/how-to-set-query-cache-size-and-join-buffer-size-in-my-cnf-file,how to set query cache size and join buffer size in my cnf file,serverfault.com
5.0.95,http://dba.stackexchange.com/questions/15004/how-to-initiate-mysql-on-mac-os-x-10-6-8,how to initiate mysql on mac os x 10 6 8,dba.stackexchange.com
3.23.25-beta,http://lists.mysql.com/mysql/53580,MySQL Lists: mysql: MySQL hangs,mailing_list
unknown,http://stackoverflow.com/questions/19577394/error-2002-hy000-cant-connect-to-local-mysql-server-after-my-cnf-update,error 2002 hy000 cant connect to local mysql server after my cnf update,stackoverflow.com
5.1.52,http://serverfault.com/questions/351926/high-iowait-on-amazon-ec2-mysql-instance-with-ebs-volume,high iowait on amazon ec2 mysql instance with ebs volume,serverfault.com
4.0.26,http://lists.mysql.com/mysql/194737,MySQL Lists: mysql: Need help configuring INNODB (Customer is ready to sue),mailing_list
4.0.13,http://lists.mysql.com/mysql/141542,MySQL Lists: mysql: Replication over SSL,mailing_list
unknown,http://lists.mysql.com/mysql/128735,MySQL Lists: mysql: RE : Optimizing,mailing_list
4.0.16,http://lists.mysql.com/mysql/152957,MySQL Lists: mysql: FW: performance while creating indexes,mailing_list
3.23.51,http://lists.mysql.com/mysql/114364,MySQL Lists: mysql: replication error - failed reading log event (server_errno=1159),mailing_list
5.0.96,http://dba.stackexchange.com/questions/42096/mysql-is-running-but-not-working,mysql is running but not working,dba.stackexchange.com
unknown,http://serverfault.com/questions/490656/mysql-not-starting-error-usr-sbin-mysqld-unknown-option-query-cache-si,mysql not starting error usr sbin mysqld unknown option query cache si,serverfault.com
4.0.14.,http://lists.mysql.com/mysql/152072,MySQL Lists: mysql: Mysql Performance Question,mailing_list
unknown,http://dba.stackexchange.com/questions/31793/very-poor-insert-performance-mysql-percona-server,very poor insert performance mysql percona server,dba.stackexchange.com
3.23.41-log,http://lists.mysql.com/mysql/146147,MySQL Lists: mysql: RE: Aborted clients,mailing_list
unknown,http://serverfault.com/questions/436322/mysql-migrate-huge-db-from-innodb-to-ndbcluster-err-the-table-is-full,mysql migrate huge db from innodb to ndbcluster err the table is full,serverfault.com
5.5.x,http://lists.mysql.com/mysql/229787,MySQL Lists: mysql: mysql 5.5 crashed on Debian 6 after server crash,mailing_list
5.1.26,http://serverfault.com/questions/387275/mysql-errors-with-drupal-and-mediatemple,mysql errors with drupal and mediatemple,serverfault.com
4.0.12,http://lists.mysql.com/mysql/136020,MySQL Lists: mysql: MySQL4 keeps restarting itself,mailing_list
4.0.2,http://lists.mysql.com/mysql/116747,MySQL Lists: mysql: RE: Foreign keys vont delete on cascade,mailing_list
unknown,http://lists.mysql.com/win32/11734,"MySQL Lists: win32: Fw: NT service starts, but I still have to start server manually.",mailing_list
unknown,http://dba.stackexchange.com/questions/33239/in-mysql-multiple-instance-default-instance-is-running-second-instance-is-not,in mysql multiple instance default instance is running second instance is not,dba.stackexchange.com
unknown,http://serverfault.com/questions/421539/any-mysql-client-on-my-local-machine-freezes-if-not-talking-to-server-for-a-whil,any mysql client on my local machine freezes if not talking to server for a whil,serverfault.com
5.1.61,http://lists.mysql.com/mysql/229874,MySQL Lists: mysql: Lost  connection to MySQL server - need help.,mailing_list
5.1.69,http://dba.stackexchange.com/questions/45809/mysql-tried-to-restart-itself-3-or-more-times-but-it-failed-finally,mysql tried to restart itself 3 or more times but it failed finally,dba.stackexchange.com
3.23.52,http://lists.mysql.com/mysql/148549,MySQL Lists: mysql: Fw: Replication Problem (XP+mysql4.0.14),mailing_list
5.5.22,http://serverfault.com/questions/400020/mysql-using-high-virt-memory-and-res-is-compartively,mysql using high virt memory and res is compartively,serverfault.com
5.5.24,http://stackoverflow.com/questions/20022537/wampserver-error-2003-hy000-cant-connect-to-mysql-server-on-localhost-1,wampserver error 2003 hy000 cant connect to mysql server on localhost 1,stackoverflow.com
3.23.41,http://lists.mysql.com/win32/7340,"MySQL Lists: win32: Can't get past ""incorrect info in file host.frm"" on new win2k install",mailing_list
5.1.66,http://serverfault.com/questions/470993/solving-mysql-2003-error,solving mysql 2003 error,serverfault.com
unknown,http://lists.mysql.com/mysql/146750,MySQL Lists: mysql: error message: C:mysqin\share\english\errmsg.sys,mailing_list
unknown,http://lists.mysql.com/mysql/216244,MySQL Lists: mysql: mysql optimization tips,mailing_list
5.1.45,http://serverfault.com/questions/144206/mysql-config-on-large-machine,mysql config on large machine,serverfault.com
3.23.54a,http://lists.mysql.com/mysql/130310,"MySQL Lists: mysql: RedHat 8, mysql-server-3.23.54a-4 and relocating the data directory",mailing_list
5.5.29,http://dba.stackexchange.com/questions/36465/is-my-cnf-for-mysql-5-5-is-suitable-and-well-tuned-for-below-hardware-spec,is my cnf for mysql 5 5 is suitable and well tuned for below hardware spec,dba.stackexchange.com
4.12 and 4.19,http://lists.mysql.com/mysql/178831,"MySQL Lists: mysql: Re: Connection performance, suggestions?",mailing_list
5.5.x,http://dba.stackexchange.com/questions/27473/the-best-mysql-configuration-for-my-server,the best mysql configuration for my server,dba.stackexchange.com
4.1.14,http://lists.mysql.com/mysql/189743,MySQL Lists: mysql: Re: daemon crash when shutting down large databases,mailing_list
unknown,http://lists.mysql.com/mysql/115560,MySQL Lists: mysql: Starting on Windows 2000 Server,mailing_list
5.1.41,http://serverfault.com/questions/248033/any-problems-with-my-mysql-replication-setup-command,any problems with my mysql replication setup command,serverfault.com
3.23.39,http://lists.mysql.com/win32/6706,MySQL Lists: win32: Re: MySQL won't start as a service in Windows 2000,mailing_list
4.0.2.-alpha,http://lists.mysql.com/mysql/121521,MySQL Lists: mysql: re: Problems with LOAD DATA LOCAL INFILE,mailing_list
4.1.9,http://lists.mysql.com/mysql/190168,"MySQL Lists: mysql: Out Of Memory problems: One MySQL user, 86 minutes sleeping",mailing_list
5.5.x,http://stackoverflow.com/questions/19950760/mysql-performance-tuning-myisam-using-my-cnf,mysql performance tuning myisam using my cnf,stackoverflow.com
5.1.32-0.dotdeb.1,http://lists.mysql.com/mysql/216957,MySQL Lists: mysql: Mysql High load CPU,mailing_list
5.1.61,http://stackoverflow.com/questions/13224177/why-is-this-mysql-query-so-slow-in-mysql-5-1-56,why is this mysql query so slow in mysql 5 1 56,stackoverflow.com
unknown,http://lists.mysql.com/mysql/71868,MySQL Lists: mysql: Newbie Linux 7 installation question,mailing_list
5.1.39,http://serverfault.com/questions/287907/mysql-not-using-specified-ram-anymore,mysql not using specified ram anymore,serverfault.com
 5.0.77,http://serverfault.com/questions/238155/severe-mysqldump-performance-degradation-using-centos-linux-8gb-pae-and-mysql-5,severe mysqldump performance degradation using centos linux 8gb pae and mysql 5,serverfault.com
unknown,http://lists.mysql.com/win32/7318,MySQL Lists: win32: Big Problems for me...,mailing_list
unknown,http://lists.mysql.com/mysql/74962,"MySQL Lists: mysql: Can't connect to local MySQL server through socket '/tmp/mysql.sock'
 (2)",mailing_list
4.0.20d,http://lists.mysql.com/win32/15203,MySQL Lists: win32: Need Help on My MySQL Installation Problem,mailing_list
4.1.20,http://lists.mysql.com/replication/473,MySQL Lists: replication: Replication error -- Slave I/O thread: error connecting to master,mailing_list
unknown,http://stackoverflow.com/questions/5167827/mysql-tablespace-location-using-innodb-engine,mysql tablespace location using innodb engine,stackoverflow.com
