FILENAME,THREAD,MAIL ARCHIVAL,DATE
cfb6b246aeac9c571a7777a684eb4cd9,Yarn JobHistory service,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
e32c579874c3f8a2f0d86c1c1543e3aa,"mapred job pending at ""Starting scan to move intermediate done files""",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201410
9bf5f458ffcb15e81735e637e18366d6,"Long running Spark job on YARN throws ""No AMRMToken""",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201602
0773bef4c554f84589e8f6b9b9d69de7,Error could only be replicated to 0 nodes instead of minReplication,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
5ee3138c4d84ea4ff5717d620d15760d,maximum capacity of queue is not effecting beyond its capacity,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
9606077c5f9db5cc4392cbe3bb065333,namenode instantiation error,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201208
28252537d36a431d969fc457e5cbefaa,Hadoop failing jobs non zero exit status 7,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201209
c449d1935a0be93cb1dc34a66f8d1c69,MapReduce jobs start only on the PC they are typed on,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201410
818e08f99badcb75da85d5965d40b1f3,"about ""yarn.application.classpath""",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
e1970ee92ec370cf8ae56a83e2ea8c85,Map Reduce slot,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201211
575dea6e1844c136514a87d56d23d466,running map task in remote node,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
31550ca821654349f8e468034f0d33b6,Question on configuring Hadoop 2.6.0 with a different filesystem,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201504
bda23f76c84e001d7719085e6d516b8d,Need help for hadoop,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201304
658acce035399ae44ce9621d6f9ecbe3,"Hive partitioning , drop ,",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201601
a1e7d8b29ec03a2703805251b4ca5db5,format NameNode after reboot,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201303
fc040c44cbf4988ede9b092d6581a12d,How to make the setting changes works,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201304
59f51f49e07a4c7b090f0747b3e5bb79,C++ code with pipes and CLapack Libraries,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201311
8e1e705b8d570bc0a2b4bb3ec67bcd23,lzo issue,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
7e49af28a31fb5b1c982bb9066aab97d,Unable to create a directory in federated hdfs.,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
3a78856605e1468955ceed8dbc72c4f1,Issue when clicking on BrowseFileSystem,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
0735f3713d92a1f460fe7c82e0dd069d,Hadoop 2.0.2 -- warnings,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
d96d1cbc4ae1f3aa10ce415001ca9774,how to check hdfs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
f5a681be5577830c398fa9c94f0080e8,Node manager contributing to one queue's resources,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201502
b3bccc4f3f040076a42ed00a0e71184b,Rack-awareness in Hadoop-2.0.3-alpha,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201305
7874498d8a17ef421b26bfc1fca78f62,Error after upgrading from CDH3 to CDH4,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201301
1d6b3d277c17e20b08abcbfd80025ad2,How to limit MRJob's stdout/stderr size(yarn2.3),http://mail-archives.apache.org/mod_mbox/hadoop-user/,201407
b3a2a3b7c6e61472906d1f14e43beb8e,Datanode not allowed to connect to the Namenode in Hadoop 2.3.0,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
3ff99b31e115bfe999d01253d925e73c,Can't find map or reduce logs when a job ends.,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
2334ddb353fa5dca98593440e1683b5b,default config tweaks for a better out-of-the-box experience,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
888ff9c11f07e2e82888f50b11c3cb18,=?gb2312?B?tPC4tDogR0Mgb3ZlcmhlYWQgbGltaXQgZXhjZWVkZWQ=?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
dfdf9ec74d428d288ecc25017ef28152,YARN ignores host-specific resource requests,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
6b87311134e31bb590b9f525df11e786,Reduce fails always,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201410
7e5f9bf69c510761963997b854bdc071,=?windows-1252?Q?Re=3A_=93hadoop_namenode_-format=94_formats_wro?=,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
71efc59d233e70fae1126b71efa8a8b1,How do I run ZKFC on a different node that is not the name node?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201512
3968677ed4f0d0a2fa942118f55b588b,MapReduce Tutorial tweak,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
73da2a6aa244976f5f8a34fef5203aa6,Redefine yarn.application.classpath value,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201601
7a923cf96324f39dcb1fa7c7ec91547c,Namenode doesn't accurately know datanodes free-space,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201310
4a4071d2e4cc74e5a41c23d631d34cfb,org.apache.hadoop.hdfs.server.protocol.DisallowedDatanodeExceptio,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201401
4ecaabf25e3381539fcc81694faae9ce,hadoop not using whole disk for HDFS,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201511
4d7a251e63da4a3a0d966630307b327a,Hadoop on Safe Mode because Resources are low on NameNode,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
b4bc604ea623ebbc995a5e169d40ff5b,adding another namenode to an existing hadoop instance,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201502
85f42099f9e67e663cb2aa4a8ff242fd,Configure Rack Numbers,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
ce8519d6a14248cd3789b2f838d549fc,Permission issues with HDFS NFS gateway,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201412
32771926ff8908a5b382f011b672f959,Oozie apparent concurrency deadlocking,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201211
2c815975000264abfed408ccae050ce8,S3 with Hadoop 2.5.0 - Not working,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201409
3eec8d66efb7058d71f47ceeb389a8cd,Unable to connect Hive using JDBC program,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201405
51ace929413b637d7444059f1d374fc6,Hadoop 2.4 + Hive 0.14 + Hbase 0.98.3 + snappy not working,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201412
9c28d2dd22bc278f3ff985f91905a836,Problem accessing HDFS from a remote machine,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201304
11eb1515d9b0c03b0743eebe4931c14d,Many Standby NameNodes for QJM HA,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
b6b61da83653efc230e465ce7f6872ed,Can not start HA namenode with security enabled,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201502
e2dbb9f0cfd2bc8350401e8090820f9d,Capacity Scheduler Issue,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201311
b370e967adadd7c0149b18a0d152df84,Hadoop 0.23.3 and Amazon S3,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201209
ee8e1db2cacd0778a7ce6f22d66657db,How to find Replication factor for one perticular folder in HDFS,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201302
a0e6bd76be62cdcc0f63e1f2b1f49a4f,Failed To Start  SecondaryNameNode in Secure Mode,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201211
03898e330bd031c1d772eebf5219d0c4,Passing parameters to MapReduce through Oozie,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
38c1e9a9f5e6f444bdc00c3705482f7a,hftp in Hadoop 0.20.2,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201208
bd961bd5264b9cdd3d73773ebff9a25f,Long running Yarn Applications on a secured HA cluster?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201601
4a14cab63f38e9c7588925ab15a1d876,Grant privileges on / of hdfs file system,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201507
a22a40aa8d44452033d66b3967523c1c,Decomssion datanode - no response,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
291c8c5e6a453869ebc43a35edb00850,Which replication value will be used,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201407
ab5aab43d1cc09b52b06bedae5cec334,set default queue for user,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201502
ac093b75393a26da60e69128bc839c27,using yarn.nodemanager.container-monitor.resource-calculator.class,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
6663189ecf463c2b5d79c28c4d80a24f,issue with permissions of mapred.system.dir,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
94a96da008ea35ca66ebda2e50a23bec,auto-failover does not work,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
b6cd7a40986fdfffa4f8b09371b0717d,JobCache directory cleanup,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201301
de1d6a6c2d949b542fddf4768e7af658,HDFS-NFS Windows,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201311
0dd89a425bd0799c90eb387ddcf0cfe6,HDFS to a different location other than HADOOP HOME,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
01503c0409c7b2ea1294a7776f91560f,Maven Cloudera Configuration problem,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
6949edac8fcd1ddd3fef9969be966090,Help troubleshooting multi-cluster setup,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201509
d88405792f9721292980f8d8df61518e,Why my tests shows Yarn is worse than MRv1 for terasort?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
fac235ec15ccbf125bf03105a1fe505c,task is still running on node has no disk space,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201403
0c8e1d6448ae6595706f5fdd4bdf4c0a,Hadoop 2.4.1 Snappy Smoke Test failed,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
487a60c5b957459be61cf926a8e9671d,SNN not writing data fs.checkpoint.dir location,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
164222493c231cdf4ea121e8d5ab18f4,keberos issue,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
bae45aef9202ffb6ccc9e24d77dcde3b,hadoop cares about /etc/hosts ?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
67a59f48b883edb10cf2594e4680db8d,Bugs while installing apache hadoop 2.4.0,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201407
d235c55cc34eac11bc527605b53728a4,hadoop cluster not working,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201303
bb55da85ac98974cf57859f28896ce3b,Hadoop 2.4 failed to launch job on aws s3n,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
59c3df9d1fc07ae544efb3cb0a36abd9,hadoop current properties,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
9e94e57bdd37c1178036c54246ee46f5,Hadoop Jobtracker heap size calculation and OOME,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201310
3a09e8ef10582b8b5af79ce95e51d865,Hive tmp logs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201305
b97d4382382d52d7788f655a7d3eadb5,org.apache.hadoop.yarn.exceptions.InvalidResourceRequestException,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
56349721919fdec62414e8e25f6d3bd7,Can't run hadoop examples with YARN Single node cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201601
45f8ccc3edd276262b15825baee464de,hadoop on diskless cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201406
059273274c576e32acfde55275862958,running map tasks in remote node,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
389f8b14f0aec285a385cf12b6931d01,How to restrict ephemral ports used by Yarn App Master,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
13ed7c4c87aac40fd37fa7a63407bebd,Pig 0.14.0 on Hadoop 2.6.0 deprecation errors,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
afaa75d476c05f7c5c2089eacf959f02,"Yarn HDFS and Yarn Exceptions when processing ""larger"" datasets.",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
901137c557b3333d41834521efdb1e94,Datanode doesn't connect to Namenode,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
4d3f50bc1eefdd65e2c8993b212dabb7,Hadoop Debian Package,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201303
56d33cca8d2432f20a642d372abfbf29,Authentication for hdfs web interface,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201511
36abfa06bcfa12f057df53e8bec5877f,How to set heartbeat ?,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201402
3368ac19df4a8a2f9e57d1d22ed04320,Problem with RPC encryption over wire,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201311
5a3980c89f78d36092b057c6d20266d3,"Install Pig -0,40,0",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
0b67d2ad2ca188452902246ab0c18c1c,"When running Hadoop in pseudo-distributed mode, what directory should",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
503ce595af13e5deac60ab25cb4b6656,using environment variables in XML conf files,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201310
c94c6ef401bd1fd92fb268ef21ced205,mapred Configuration Vs mapReduce configuration in Ooozie,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
e839d40b5106de1f7648a3dc5afe0e3b,how to create symbolic link in hdfs with c++ code or webhdfs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
56b9a527efed9b17b75163d897191b08,XmlInputFormat Hadoop -Mapreduce,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
8130132741f4c6adb8692283db49118c,New hadoop 1.2 single node installation giving problems,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
8f967cc784e280a4b60332c8be0d3122,HDFS group permissions,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201208
c48954937e1c9e5ded70eb2195d6d783,Hadoop cluster setup - could not see second datanode,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201303
f2b8f51cdb9f6a71fbe0cbc88d49498c,can't submit a job,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
479479c4aa561885318300f5a53eb35a,HTTPFS without impersonation,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201506
a95774aff2816e13148e19836114be01,Hadoop 2.6 issue,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201504
bd5b6e038abd43c184a456c480126fa2,"Datanode not starting on slaves, no error issue",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
5019029d5a3d186d40013417bf407854,"How to use docker in Hadoop, with patch of YARN-1964?",http://mail-archives.apache.org/mod_mbox/hadoop-user/,201408
ab1ecf98035ace8cecc37359b5224180,No space when running a hadoop job,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201409
cb4bed9e7d94cf16610915d777d10726,Cannot start Data Node and Node Manager in Hadoop 2.2.0,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201311
07d4ab2635dd76d03b23b1f857081b33,Failed to start datanode due to bind exception,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201502
7033a6cf3736fc79996c2257acccf3c6,not able to run map reduce job example on aws machine,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201404
b923b54b2e544502040ba9d6da86a9f3,File is not written on HDFS after running libhdfs C API,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201503
5014511a4f4be80339dbb353a7ddd63d,Configure ResourceManager to accept remote jobs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
94ccb0e2696392a6c45c7e3964f3f37e,HDFS Namenode Format Question.,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201209
53f9c168673ee48e11ad48378ea15799,Removing Dead Nodes from Cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
709b84afe322dcf50f06156c5364cd41,Can't see logs of a finished job.,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201505
7f09e9533270fec0ebdcacfa8cf2f94b,Mapper and Reducer takes longer than usual for a HBase table,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201308
14ab4f77fefe332ef324b082a77f5e31,dfs.namenode.edits.dir and dfs.namenode.shared.edits.dir,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
197b898196d1aaf552d918a91faea92f,block replication,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
719637c8474285d064722674b22077e2,File Permissions on s3 FileSystem,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
961cecf7064c16f033b80afc44c65e85,java.net.ConnectException when using Httpfs,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201309
b6467999cbf42d6f8ecd571ffe0cc0e1,Hello and request some advice.,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201301
215c5a60f3c160bf7e9fb1ad3250590c,Namenode shutting down while creating cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
80939b521be46842a4a59b7aa3353d50,DataNode not starting in slave machine,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201312
2de90fbcaa21e21cb6b6c09860842366,Adding extra commands to MR AM,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
0e20534d6bf617ddb904d36a2e8fcb68,datanode can not start,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201306
7a514156f89b37ef20269f0637cc66a0,Datanodes not connecting to the cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201509
d7b831b6310c2513cfb22b6fb049f6a9,kerberos principal don't replace _HTTP to their own host name,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201304
358c6e78b52de983b4dbfbd698b6ac3e,println in MapReduce job,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201509
6d507b88e928bedfda7bf6ec5268b190,Problem when configure the security in hadoop,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201507
179970f0631deda330a1314baa652b82,rack topology data update,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201209
4fb6ddd80d9fe45c4af6865ba8db6f8b,dfs.client.domain.socket.data.traffic,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201404
ad9d51e36c63adbc1dbe78b35804424c,cannot submit a job via java client in hadoop- 2.0.5-alpha,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201307
5590b4d7e7aa95895f0dece8612b5991,final the dfs.replication and fsck,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201210
bbff446e68407027c3bc585c602e3557,Hadoop / HBase hotspotting / overloading specific nodes,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201410
c7b98b4281c4c6239824555b0326bfcb,Default address configuration of Yarn HA cluster,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201506
98a003e7b490fc18100ce398c825f39a,Error while writing to HDFS NFS from windows,http://mail-archives.apache.org/mod_mbox/hadoop-user/,201411
