VERSION,LINK,DESC,SOURCE
2.2,http://serverfault.com/questions/308129/directory-index-forbidden-by-options-directive-var-www-html,directory index forbidden by options directive var www html,serverfault.com
2.2,http://stackoverflow.com/questions/20225253/mod-mono-server-doesnt-host-the-webpages-placed-in-var-www-html-and-displays-a,mod mono server doesnt host the webpages placed in var www html and displays a,stackoverflow.com
2.2.22,http://mail-archives.apache.org/mod_mbox/httpd-users/201211.mbox/%3C53CC2A8E-DB0E-40C2-9AB3-DD4607465667@filemaker.com%3E,[users@httpd] Error in accessing the home page,mailing_list
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200201.mbox/%3C3476221FE4EC4554088C226844C806DA@apache.law.com%3E,Virtual Host Problems Pulling Hair Out,mailing_list
1.3.24,http://mail-archives.apache.org/mod_mbox/httpd-users/200204.mbox/%3C20020405063716.13657.cpmta@c000.lhr.cp.net%3E,Obj.: RE: cant get apache and php talking FAO Jim,mailing_list
unknown,http://stackoverflow.com/questions/19604856/django-and-php-together-in-server-with-single-ip-and-port-only,django and php together in server with single ip and port only,stackoverflow.com
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/201301.mbox/%3CCAN+-h2zfp9wpQz3R+ae86=gRQQpa1iTcDhm=14ns57em8=tJDA@mail.gmail.com%3E,"[users@httpd] Conflict between Alias, <Directory>, and RewriteRule hides local directory from Apache httpd?",mailing_list
2.2,http://serverfault.com/questions/50416/problem-with-svnapache-ssl-sspi-and-large-commits-imports,problem with svnapache ssl sspi and large commits imports,serverfault.com
2.2,http://stackoverflow.com/questions/17677140/configuration-apache,configuration apache,stackoverflow.com
2.2,http://stackoverflow.com/questions/10291592/strip-cache-control-with-an-apache-proxy,strip cache control with an apache proxy,stackoverflow.com
2.0.x,http://mail-archives.apache.org/mod_mbox/httpd-users/200704.mbox/%3C5EBE57594E74E84DB1DC6BA8E279389D01C721D3@SOS-MAILSRV.ascindia.com%3E,[users@httpd] Blocking direct access to *.jsp pages through Apache2,mailing_list
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200204.mbox/%3C00cd01c1ef97$fa890b30$cf02410a@INFO207%3E,Re: apache + win2k,mailing_list
2.2,http://stackoverflow.com/questions/15440182/ive-followed-a-few-guides-and-my-local-drupal-7-multisite-is-still-not-working,ive followed a few guides and my local drupal 7 multisite is still not working,stackoverflow.com
2.2.9,http://mail-archives.apache.org/mod_mbox/httpd-users/200809.mbox/%3C48C3C34C.1040807@ita.org.mo%3E,Re: [users@httpd] HTTP Server 2.2.9 - Unable to view the files from IE,mailing_list
2.2,http://serverfault.com/questions/204954/apache-process-count-spike-bringing-vm-to-its-knees,apache process count spike bringing vm to its knees,serverfault.com
2.2,http://stackoverflow.com/questions/7157119/my-localhost-apache-server-isnt-showing-my-index-html,my localhost apache server isnt showing my index html,stackoverflow.com
2.0.52,http://mail-archives.apache.org/mod_mbox/httpd-users/200512.mbox/%3C439EF9E5.2070501@bull.net%3E,[users@httpd] httpd 2.0.52 : Connection reset by peer in the log file,mailing_list
2.0.43,http://mail-archives.apache.org/mod_mbox/httpd-users/200301.mbox/%3C008b01c2c8e2$c6688d60$0302a8c0@mike%3E,[users@httpd] Apache2 not starting/working,mailing_list
2.2.10,http://mail-archives.apache.org/mod_mbox/httpd-users/201007.mbox/%3CAANLkTi=YOkqs4zX2a5ipHffr802mC4uZAiqMODnLiRig@mail.gmail.com%3E,[users@httpd] apache 2.2.10 can't use virtualhost with ssl,mailing_list
2.2,http://mail-archives.apache.org/mod_mbox/httpd-users/200607.mbox/%3C44C5156B.4020408@firebadger.net%3E,Re: [users@httpd] Apache 2 SSL - Install Question (httpd.conf included [cutdown]),mailing_list
1.3.23,http://mail-archives.apache.org/mod_mbox/httpd-users/200205.mbox/%3C001601c20336$711df060$3c0410ac@d0128%3E,405 Method not Allowed,mailing_list
2.2,http://serverfault.com/questions/251546/wordpress-pretty-permalinks-not-working,wordpress pretty permalinks not working,serverfault.com
unknown,http://stackoverflow.com/questions/7241875/rewrite-rules-not-working-directory-list-returned-instead-of-redirect,rewrite rules not working directory list returned instead of redirect,stackoverflow.com
2.2.26,http://stackoverflow.com/questions/20807248/apache-error-libphp5-so-undefined-symbol-php-output-write,apache error libphp5 so undefined symbol php output write,stackoverflow.com
unknown,http://mail-archives.apache.org/mod_mbox/httpd-users/200312.mbox/%3Csfe969ee.049@GWGATE1.ahm.com%3E,Re: [users@httpd] Getting on the internet.,mailing_list
